sample_name,ncbi_name,abundance,abundance_mean
20230511_BC85,Proteobacteria,0.050113751,0.06353462824825175
20230511_BC85,Escherichia coli,0.023003038,0.022009821134615387
20230511_BC85,Shigella,0.023003038,0.022009821134615387
20230511_BC85,Ruminococcus,0.001074317,0.01329550498688811
20230511_BC85,Actinobacteria,0.001453488,0.009807003103146857
20230511_BC85,Ruminococcus gnavus,0.037917088,0.009266101511363636
20230511_BC85,Klebsiella,0.00012639,0.006125803476398601
20230511_BC85,Klebsiella pneumoniae,0.00012639,0.003919519534965035
20230511_BC85,Clostridium difficile,0.000695147,0.0026126793548951048
20230511_BC85,Ruminococcus torques,0.001832659,0.0019064906459790208
20230511_BC85,Clostridium bolteae,0.001074317,0.0014537485305944056
20230511_BC85,Odoribacter spp.,0.000758342,0.0013930499510489511
20230511_BC85,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC85,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC85,Clostridium ramosum,0.000568756,0.0010261044335664335
20230511_BC85,Veillonella,6.32e-05,0.0009619912272727273
20230511_BC85,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC85,Clostridium spiroforme,0.0,0.0003015902701048951
20230511_BC85,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC85,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC85,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC85,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC85,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC85,Neisseria,0.0,1.904704020979021e-05
20230511_BC85,Barnesiella,0.0,1.737465209790184e-05
20230511_BC85,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC85,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC85,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC85,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC85,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC63,Proteobacteria,0.023500226,0.06353462824825175
20230511_BC63,Escherichia coli,0.00013529999999999998,0.022009821134615387
20230511_BC63,Shigella,0.00013529999999999998,0.022009821134615387
20230511_BC63,Ruminococcus,0.0008570139999999999,0.01329550498688811
20230511_BC63,Actinobacteria,0.0018493460000000017,0.009807003103146857
20230511_BC63,Ruminococcus gnavus,4.51e-05,0.009266101511363636
20230511_BC63,Klebsiella,0.00563825,0.006125803476398601
20230511_BC63,Klebsiella pneumoniae,0.005593144,0.003919519534965035
20230511_BC63,Clostridium difficile,0.001262968,0.0026126793548951048
20230511_BC63,Ruminococcus torques,0.000360848,0.0019064906459790208
20230511_BC63,Clostridium bolteae,0.000631484,0.0014537485305944056
20230511_BC63,Odoribacter spp.,0.0,0.0013930499510489511
20230511_BC63,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC63,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC63,Clostridium ramosum,4.51e-05,0.0010261044335664335
20230511_BC63,Veillonella,0.00022553,0.0009619912272727273
20230511_BC63,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC63,Clostridium spiroforme,4.51e-05,0.0003015902701048951
20230511_BC63,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC63,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC63,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC63,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC63,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC63,Neisseria,0.0,1.904704020979021e-05
20230511_BC63,Barnesiella,0.0,1.737465209790184e-05
20230511_BC63,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC63,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC63,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC63,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC63,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC79,Proteobacteria,0.047704616,0.06353462824825175
20230511_BC79,Escherichia coli,0.021392204,0.022009821134615387
20230511_BC79,Shigella,0.021392204,0.022009821134615387
20230511_BC79,Ruminococcus,0.0019252980000000004,0.01329550498688811
20230511_BC79,Actinobacteria,0.001069610999999998,0.009807003103146857
20230511_BC79,Ruminococcus gnavus,0.001369101,0.009266101511363636
20230511_BC79,Klebsiella,0.000128353,0.006125803476398601
20230511_BC79,Klebsiella pneumoniae,0.000128353,0.003919519534965035
20230511_BC79,Clostridium difficile,0.0,0.0026126793548951048
20230511_BC79,Ruminococcus torques,0.003208831,0.0019064906459790208
20230511_BC79,Clostridium bolteae,0.009198648,0.0014537485305944056
20230511_BC79,Odoribacter spp.,0.005861464,0.0013930499510489511
20230511_BC79,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC79,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC79,Clostridium ramosum,0.000256706,0.0010261044335664335
20230511_BC79,Veillonella,0.0,0.0009619912272727273
20230511_BC79,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC79,Clostridium spiroforme,0.00038506,0.0003015902701048951
20230511_BC79,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC79,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC79,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC79,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC79,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC79,Neisseria,4.28e-05,1.904704020979021e-05
20230511_BC79,Barnesiella,0.0,1.737465209790184e-05
20230511_BC79,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC79,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC79,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC79,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC79,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC81,Proteobacteria,0.017011602,0.06353462824825175
20230511_BC81,Escherichia coli,0.000156792,0.022009821134615387
20230511_BC81,Shigella,0.000156792,0.022009821134615387
20230511_BC81,Ruminococcus,0.0009015310000000001,0.01329550498688811
20230511_BC81,Actinobacteria,0.039550015,0.009807003103146857
20230511_BC81,Ruminococcus gnavus,3.92e-05,0.009266101511363636
20230511_BC81,Klebsiella,0.000156789,0.006125803476398601
20230511_BC81,Klebsiella pneumoniae,0.000117592,0.003919519534965035
20230511_BC81,Clostridium difficile,0.0,0.0026126793548951048
20230511_BC81,Ruminococcus torques,0.012033553,0.0019064906459790208
20230511_BC81,Clostridium bolteae,0.02755566,0.0014537485305944056
20230511_BC81,Odoribacter spp.,0.001803073,0.0013930499510489511
20230511_BC81,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC81,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC81,Clostridium ramosum,3.92e-05,0.0010261044335664335
20230511_BC81,Veillonella,0.0,0.0009619912272727273
20230511_BC81,Enterobacter aerogenes,3.92e-05,0.0005253801695804196
20230511_BC81,Clostridium spiroforme,0.0,0.0003015902701048951
20230511_BC81,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC81,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC81,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC81,Proteus mirabilis,7.84e-05,6.357894667832168e-05
20230511_BC81,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC81,Neisseria,0.0,1.904704020979021e-05
20230511_BC81,Barnesiella,0.0,1.737465209790184e-05
20230511_BC81,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC81,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC81,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC81,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC81,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC57,Proteobacteria,0.072578015,0.06353462824825175
20230511_BC57,Escherichia coli,0.005762748,0.022009821134615387
20230511_BC57,Shigella,0.005762748,0.022009821134615387
20230511_BC57,Ruminococcus,0.019734696,0.01329550498688811
20230511_BC57,Actinobacteria,0.0011417110000000005,0.009807003103146857
20230511_BC57,Ruminococcus gnavus,5.44e-05,0.009266101511363636
20230511_BC57,Klebsiella,0.010818745,0.006125803476398601
20230511_BC57,Klebsiella pneumoniae,0.000543656,0.003919519534965035
20230511_BC57,Clostridium difficile,0.000380559,0.0026126793548951048
20230511_BC57,Ruminococcus torques,0.0,0.0019064906459790208
20230511_BC57,Clostridium bolteae,0.000163097,0.0014537485305944056
20230511_BC57,Odoribacter spp.,0.004512341,0.0013930499510489511
20230511_BC57,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC57,Coprococcus eutactus,0.002827009,0.0011478131389860138
20230511_BC57,Clostridium ramosum,0.000598021,0.0010261044335664335
20230511_BC57,Veillonella,0.000163097,0.0009619912272727273
20230511_BC57,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC57,Clostridium spiroforme,0.000652387,0.0003015902701048951
20230511_BC57,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC57,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC57,Oxalobacter formigenes,0.00293574,8.374520192307692e-05
20230511_BC57,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC57,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC57,Neisseria,0.0,1.904704020979021e-05
20230511_BC57,Barnesiella,0.000652352,1.737465209790184e-05
20230511_BC57,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC57,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC57,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC57,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC57,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC68,Proteobacteria,0.002855443,0.06353462824825175
20230511_BC68,Escherichia coli,0.00261749,0.022009821134615387
20230511_BC68,Shigella,0.00261749,0.022009821134615387
20230511_BC68,Ruminococcus,0.00113028,0.01329550498688811
20230511_BC68,Actinobacteria,0.0007733499999999999,0.009807003103146857
20230511_BC68,Ruminococcus gnavus,0.001189768,0.009266101511363636
20230511_BC68,Klebsiella,0.0,0.006125803476398601
20230511_BC68,Klebsiella pneumoniae,0.0,0.003919519534965035
20230511_BC68,Clostridium difficile,0.0,0.0026126793548951048
20230511_BC68,Ruminococcus torques,0.0,0.0019064906459790208
20230511_BC68,Clostridium bolteae,0.000594884,0.0014537485305944056
20230511_BC68,Odoribacter spp.,0.0,0.0013930499510489511
20230511_BC68,Fusobacterium nucleatum,0.0,0.0012502030620629371
20230511_BC68,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC68,Clostridium ramosum,0.00035693,0.0010261044335664335
20230511_BC68,Veillonella,0.0,0.0009619912272727273
20230511_BC68,Enterobacter aerogenes,0.0,0.0005253801695804196
20230511_BC68,Clostridium spiroforme,0.0,0.0003015902701048951
20230511_BC68,Clostridium perfringens,0.0,0.00022810874562937064
20230511_BC68,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC68,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC68,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC68,Fusobacterium periodonticum,0.0,2.4661984265734264e-05
20230511_BC68,Neisseria,0.0,1.904704020979021e-05
20230511_BC68,Barnesiella,0.0,1.737465209790184e-05
20230511_BC68,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC68,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC68,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC68,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC68,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC70,Proteobacteria,0.063946033,0.06353462824825175
20230511_BC70,Escherichia coli,0.014049171999999999,0.022009821134615387
20230511_BC70,Shigella,0.014049171999999999,0.022009821134615387
20230511_BC70,Ruminococcus,0.051736634,0.01329550498688811
20230511_BC70,Actinobacteria,0.0017282710000000002,0.009807003103146857
20230511_BC70,Ruminococcus gnavus,0.049506606,0.009266101511363636
20230511_BC70,Klebsiella,0.000278753,0.006125803476398601
20230511_BC70,Klebsiella pneumoniae,0.000167252,0.003919519534965035
20230511_BC70,Clostridium difficile,0.000111501,0.0026126793548951048
20230511_BC70,Ruminococcus torques,0.007080337,0.0019064906459790208
20230511_BC70,Clostridium bolteae,0.000613258,0.0014537485305944056
20230511_BC70,Odoribacter spp.,0.002285778,0.0013930499510489511
20230511_BC70,Fusobacterium nucleatum,0.000111501,0.0012502030620629371
20230511_BC70,Coprococcus eutactus,0.0,0.0011478131389860138
20230511_BC70,Clostridium ramosum,0.001338016,0.0010261044335664335
20230511_BC70,Veillonella,0.000501756,0.0009619912272727273
20230511_BC70,Enterobacter aerogenes,0.000111501,0.0005253801695804196
20230511_BC70,Clostridium spiroforme,0.0,0.0003015902701048951
20230511_BC70,Clostridium perfringens,0.001003512,0.00022810874562937064
20230511_BC70,Klebsiella oxytoca,0.0,0.00012966938024475523
20230511_BC70,Oxalobacter formigenes,0.0,8.374520192307692e-05
20230511_BC70,Proteus mirabilis,0.0,6.357894667832168e-05
20230511_BC70,Fusobacterium periodonticum,0.000111501,2.4661984265734264e-05
20230511_BC70,Neisseria,0.0,1.904704020979021e-05
20230511_BC70,Barnesiella,0.0,1.737465209790184e-05
20230511_BC70,Staphylococcus aureus,0.0,9.906198426573427e-06
20230511_BC70,Serratia marcescens,0.0,5.787479020979022e-06
20230511_BC70,Pseudomonas aeruginosa,0.0,5.566840034965035e-06
20230511_BC70,Fusobacterium necrophorum,0.0,3.740555944055944e-06
20230511_BC70,Salmonella enterica,0.0,2.279868006993007e-06
20230511_BC84,Proteobacteria,0.029814563,0.06353462824825175
